Catalogue No.	Artist Name	Title	Object Type	Transaction
F-A2003	"NAIVEU, MATTHYS (Dutch)"	"Un Savetier conversant avec une jeune femme, qui lui présente sa pantousle déchirée; il est assis prés d'une maison, oú l'on voit un jeune garçon qui les écoute: diverses accessoires enrichissent cette composition, dont les détails sont rendus avec beaucoup de vérité."	Peinture	"Vendu, 120 livres"
F-A2003	"OSTADE, ISACK VAN (Dutch)"	"Un intérieur rustique, orné de sept figures, occupées á rire & á se divertir; différents accessoires enrichissent cette composition dont les caracteres sont des plus variés."	Peinture	"Vendu, 42 livres"
F-A2003	"OSTADE, ISACK VAN (Dutch)"	"La vue d'un canal glacé, sur le bord á droite sont des masures prés desquelles sont des gens de travail occupés á conduire des traîneaux chargés de marchandises, tirés par des chevaux; on voit sur la gauche deux jeunes garçons & un chien; plus loin sont des patineurs, un moulin & des lointains terminent le fond."	Peinture	"Vendu, 164.1 livres"
F-A2003	"POELENBURGH, CORNELIS VAN (Dutch)"	"Un Paysage avec riviére au milieu, ornée de plusieurs baigneurs, par Corneille Polemburg."	Peinture	"Vendu, 48 livres"
F-A2003	"PRÉVOST, JEAN LOUIS (French)"	"Deux Tableaux faisant pendans, représentant des grouppes de fleurs & de fruits, posés sur des appuis de marbre, on voit dans l'un nid d'oiseaux sur la droite, & dans l'autre un écureuil, sur la gauche."	Peinture	"Vendu, 120 livres"
F-A2003	"PYNACKER, ADAM (Dutch)"	"Un Paysage, la gauche est occupée par une grande masse, au bas de laquelle on voit trois figures; la droite offre une riviére avec plusieurs barques : ce tableau est d'une couleur vigoureuse & d'un bon effet."	Peinture	"Vendu, 40 livres"
F-A2003	RAFFAELLO SANTI (Italian)	"Un Tableau, d'aprés Raphaël, représentant la Sainte-Famille, sur toile en hauteur."	Peinture	"Inconnue, 10.2 livres"
F-A2003	"ROMANELLI, GIOVANNI FRANCESCO (Italian)"	"Une composition de six figures, représentant un sujet allégorique sur le tems. Ce tableau, d'un pinceau moëleux, est d'une couleur brillante."	Peinture	"Vendu, 321 livres"
F-A2003	ROMBOUTS (Dutch or Flemish)	"La vue d'un étang, sur le devant d'un bois; les premiers plants sur la gauche, sont ornés de belles masses d'arbres."	Peinture	"Vendu, 76 livres"
F-A2003	"RUBENS, PETER PAUL (Flemish)"	"Le Portrait de l'Archiduc Albert, vu de face plus qu'á mi corps cuirasseé, tenant d'une main son bâton, & l'autre appuyée sur la garde de son épée. Ce tableau d'une touche large, est d'une belle couleur."	Peinture	"Vendu, 120 livres"
F-A2003	"RUISDAEL, JACOB VAN (Dutch)"	"La vue d'une plaine campagne, avec arbres & riviéres sur le devant; les fonds offrent un village, & plusieurs piéces de bled partie en gerbes & beaucoup d'autres détails trés-intéressants."	Peinture	"Vendu, 48 livres"
F-A2003	"RUISDAEL, JACOB VAN (Dutch)"	"La vue d'une pleine campagne & champ de bled sur le devant, á droite une masse d'arbres, & sur la gauche une vue de riviere qui termine les fonds. Un groupe de trois petites figures touchées avec esprit, & un ciel bien nuagé doivent faire distinguer ce tableau."	Peinture	"Vendu, 851 livres"
F-A2003	SEGHERS (Dutch or Flemish)	"Deux Tableaux faisant pendans, par Seguerse; sur toile sans bordure."	Peinture	"Vendu, 9 livres"
F-A2003	"STEENWYCK, HENDRIK VAN (Flemish)"	"Un petit Tableau représentant un intérieur d'eglise avec figures, représentant St. Pierre délivre des prisons."	Peinture	"Vendu, 55 livres"
F-A2003	TEMPESTA PIETER MULIER THE YOUNGER (Dutch)	"Trois Tableaux sur bois, par différens maîtres, dont une Vierge tenant l'Enfant-Jésus, un paysage & marine, avec figures & animaux, par Tempête, & un tableau de fruits. (Sous ce no : Un paysage & marine ; lot 585[a] par Anonyme)"	Peinture	"Vendu, 16.12 livres"
F-A2003	"TENIERS, ABRAHAM (Flemish)"	"L'intérieur d'une maison rustique, oú l'on voit une femme qui tue des poulets, á côté sont deux enfants ; ce tableau par Abraham Teniers, est orné d'une grande quantité d'ustensiles, légumes & autres accessoires."	Peinture	"Vendu, 112 livres"
F-A2003	"TENIERS, DAVID THE YOUNGER (Flemish)"	"Quatre Tableaux paysages, par différents Maîtres ; sur toile, dont un aux moutons, de l'École de Teniers. (Sous ce no : Un tableau don un aux moutons ; lot 621[a] par différents Maîtres)"	Peinture	"Vendu, 39 livres"
F-A2003	"UDEN, LUCAS VAN (Flemish)"	Un Paysage de Vanhuden avec figures sur le devant ; ce tableau de forme longue est d'une couleur brillante.	Peinture	"Vendu, 36.2 livres"
F-A2003	"UDEN, LUCAS VAN (Flemish)"	"Deux autres Tableau paysage, dont un de Vau-Hüden ; tous deux sur toiles & sans bordures. (Sous ce no : Un paysage ; lot 405[b] par Anonyme)"	Peinture	"Vendu, 10.4 livres"
F-A2003	VANLOO (Flemish or French)	"Trois Tableaux, dont un avec bordure, & qui est de Vanloo ; un Brackunburg & un paysage. (Sous ce no : Un tableau)"	Peinture	"Inconnue, 22 livres"
F-A2003	"VELDE, ESAIAS VAN DE I (Dutch)"	"Un Paysage d'un ton chaud, orné de figures & animaux; le fond se termine par des lointains."	Peinture	"Inconnue, 6 livres"
F-A2003	"VERBEECK, PIETER CORNELISZ. (Dutch)"	"Un grand Tableau par Verbeck, représentant un départ de chasse."	Peinture	"Vendu, 40 livres"
F-A2003	VOS (Dutch or Flemish)	"Deux têtes ovales, avec bordure carrée, dont un homme & une femme attribués á Devos."	Peinture	"Vendu, 25.1 livres"
F-A2003	"WALS, GOFFREDO (German)"	"Un Paysage avec ruines & fabriques, orné de figures dans le style de Gaoffredy."	Peinture	"Inconnue, 13.1 livres"
F-A2003	"WALS, GOFFREDO (German)"	"Deux petits tableaux, dont un Paysage de Gauffredy & une tête de Cardinal. (Sous ce no : Un paysage ; lot 476[b] par Cardinal)"	Peinture	"Inconnue, 10 livres"
F-A2003	"WATERLOO, ANTHONIE (Dutch)"	"Un Paysage avec masse d'arbres sur la gauche; á droite sur le premier plan, un gros arbre & derriere un bois touffu; le milieu offre la vue d'un canal & un lointain; les devants sont ornd'es de figures, dont un pêcheur & un porteballe, qui cause avec une femme assise tenant un enfant sur son dos; tableau peut être regardé comme un dex beaux de ce maître."	Peinture	"Vendu, 176 livres"
F-A2003	"WATTEAU, JEAN ANTOINE (French)"	Une composition de cinq figures dans un fond de paysage de l'école de Watteau.	Peinture	"Vendu, 3 livres"
F-A2003	"WOUWERMAN, PHILIPS (Dutch)"	"Un tableau d'un ton clair, & d'une composition agréable, le devant est occupé par un groupe de Cavaliers, on en voit un qui converse avec deux autres prés de leurs chevaux, dont un est occupé á raccommoder la selle de son cheval : la gauche est commandée par une hauteur, d'oú s'éléve une belle masse d'arbres, au bas est un chemin orné de plusieurs figures."	Peinture	"Vendu, 437 livres"
F-A2004	"CHARLIER, JACQUES (French)"	"Deux Portraits en miniature dans des bordures de cuivre, représentans feu M. Boucher & Madame son épouse."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un autre [sujet] de même forme [ovale de travers] & très-agréable, représentant une Nymphe couchée, dans un paysage accompagnée de deux Amours & portant sa main droite sur des roses. Hauteur 10 pouces & demie, largeur 10 pouces."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un autre [sujet] de même forme [ovale en travers], représentant une jeune femme nue, couchée sur un lit & regardant l'Amour qui arrive sur un nuage, tenant une flèche dans sa main droite. Hauteur 10 pouces & demie, largeur 13 pouces."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un autre Sujet oval en hauteur, représentant Vénus assise appuyée sur le coude droit, & causant avec l'Amour qui essaye le bout d'une flèche sur son doigt. Hauteur 12 pouces, largeur 10 pouces."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un autre idem [sujet], de forme quarrée, représentant une femme couchée sur un lit, accompagnée de l'Amour."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Suzanne surprise au bain par les vieillards. Ce grouppe intéressant & plein d'expression, est placé sur un fond d'architecture mêlé de paysage. Hauteur 14 pouc. larg 11 pouc."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un autre sujet de même forme [ovale], représentant Vénus debout dans un paysage, tenant une guirlande de roses & accompagnée de l'Amour tenant une flêche. Haut. 12 pouc. & demi, larg. 10 pouc."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un sujet de forme ovale sur le travers, représentant Vénus portée sur des nuages, accompagnée de deux Nymphes & de l'Amour qui lui présente une guirlande de roses. Haut. 10 pouc. larg. 12 pouc."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un autre idem [sujet],  représentant une Nymphe accompagnée de deux Amours."	Miniature	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un autre [tableau] plus petit & de même forme [en hauteur], représentant Diane & ses Nymphes au bain surprises par Actéon. Hauteur 13 pouces, largeur 10 pouces & demie."	Peinture	Inconnue
F-A2004	"CHARLIER, JACQUES (French)"	"Un autre [tableau] de même forme [quarré sur le travers], représentant aussi des Nymphes dans un bosquet ; plusieurs d'entr'elles s'amusant à différens jeux, & les autres à se baigner. Haut. 12 pouc. larg. 15 pouc. & demi."	Peinture	Inconnue
F-A2005	"BERCHEM, NICOLAES PIETERSZ. (Dutch)"	"Un grand et superbe paysage montagneux ; orné de ruines, et sur le devant, d'un gros arbre entouré de broussailles, d'une finesse de touche admirable ; sur un chemin qui traverse est un chariot couvert, attelé de quatre chevaux, et précédé de deux cavaliers qui sonnent de la trompette, près de la porte d'une ville où ils sont prêts à entrer. Ce tableau peut être regardé comme un des plus beaux de ce célèbre peintre."	Peinture	"Vendu, 1600 livres"
F-A2005	"DELEN, DIRCK VAN (Dutch)"	"La vue extérieure d'un palais, ornée de différens grouppes de figures, parmi lesquelles on distingue un solfat vêtu de rouge vu par le dos, et une femme sortant d'une porte."	Peinture	"Vendu, 21 livres"
F-A2005	"LE BRUN, CHARLES (French)"	"Le buste d'un homme à grand chapeau, le corps couvert d'une grosse étoffe jaunâtre. Ce tableau vient du grand escalier de Versailles maintenant détruit. Il a été enlevé de dessus la muraille où il avoit été peint à fresque. Il est maintenant sur toile, de 32 pouc. sur 21 de larg."	Peinture	"Vendu, 42 livres"
F-A2005	"MIGNON, ABRAHAM (German)"	"Un beau grouppe de différentes fleurs, soleil, roses, tulippes, &c. dans un vase de verre posé sur une table de pierre ; elles ont toute la fraîcheur de la nature, que cet artiste a si bien imité dans ses tableaux."	Peinture	"Vendu, 172 livres"
F-A2005	"MOLA, PIER FRANCESCO (Italian)"	"Le portrait d'un jeune homme vêtu à l'espagnol, la tête nue, vue de trois quarts, tenant dans ses mains un livre sur lequel sont tracés des caractères."	Peinture	"Vendu, 40 livres"
F-A2005	"PALAMEDESZ., PALAMEDES I (Dutch)"	"L'intérieur d'une chambre, où l'on compte plus de douze figures, dont la principale est un Officier, sonnant de la trompette ; les autres forment différens grouppes."	Peinture	"Vendu, 33 livres"
F-A2005	"PERRIER, FRANÇOIS LE BOURGUIGNON (French)"	"Sacrifice au Dieu des Forêts, composition de douze figures, parmi lesquelles on distingue plusieurs nymphes qui forment un grouppe agréable et intéressant."	Peinture	"Vendu, 220 livres"
F-A2005	"RENI, GUIDO (Italian)"	"L'Amour couché et endormi sur son carquois, figure nue, de grosseur naturelle, vue de face."	Peinture	"Vendu, 220 livres"
F-A2005	"ROTTENHAMMER, HANS I (German)"	"Une Vierge assise, tenant sur ses genoux l'Enfant-Jésus ; près de lui le jeune Saint-Jean et plusieurs Anges qui sont occupés à semer des fleurs sur le berceau de l'Enfant-Jésus ; dans le haut est le Saint-Esprit, accompagné d'Anges, dont deux tiennent une couronne."	Peinture	"Vendu, 26 livres"
F-A2005	"RUBENS, PETER PAUL (Flemish)"	"Une Sainte Famille composé de cinq figures en pieds ; la Vierge assise tient sur ses genoux l'Enf.-Jésus qui caresse sa mère, auprès de l'Enfant est St Jean avec son mouton, et derrière, St Joseph qui de la main gauche semble vouloir caresser le mouton ; au côté opposé on voit Sainte Anne, les mains appuyées sur le berceau, et regardant avec admiration l'Enfant-Jésus. Ce tableau capital et d'une couleur admirable, a été très bien gravé par Vorsterman, et faisoit partie de la riche collection de tableaux de feu M. Poullain. Il a  été acheté à sa vente 1100 liv. Il est peint sur B. 3 pieds et demi, sur 3 pieds de larg."	Peinture	"Vendu, 6000 livres"
F-A2005	"SCHALCKEN, GODFRIED (Dutch)"	Une femme hollandoise faisant manger de la bouillie à deux enfans ; elle tient de sa main gauche une lumière qui éclaire et produit un effet piquant à ce tableau peint sur B. 15 pouc. sur 12 de larg.	Peinture	"Vendu, 720 livres"
F-A2005	"STEENWYCK, HENDRIK VAN (Flemish)"	"L'intérieur d'un temple, au milieu duquel on voit dans le fond une statue et une table au bas, sur laquelle on apporte divers mets ; sur le devant une trouppe de soldats qui suit un Empereur vêtu d'un long manteau bleu, que lui porte un page."	Peinture	"Vendu, 30 livres"
F-A2005	"TIERCE, JEAN-BAPTISTE ANTOINE (French)"	"Une vue du Vesuve ; on y voit sur le devant une grande statue de pierre, au bas un vaisseau naufragé et plusieurs hommes occupés à en retirer les débris : la mer y est fort agitée."	Peinture	"Vendu, 72 livres"
F-A2005	"VOLAIRE, PIERRE JACQUES (French)"	"Un naufrage au pied d'une montagne, au bord de la mer ; on voit sur le devant un rocher qui se détache sur le fond qui est clait, et différens grouppes de figures effrayées."	Peinture	"Vendu, 48 livres"
F-A2005	"WOUWERMAN, PHILIPS (Dutch)"	"Une auberge de campagne, à la porte de laquelle sont arrêtés plusieurs cavaliers ; on compte sur le devant six figures et deux chevaux, et dans le fond plusieurs autres figures, B. 24 pouces, sur 18 de haut."	Peinture	"Vendu, 199 livres"
F-A2005	"WOUWERMAN, PHILIPS (Dutch)"	"Un cavalier vu par le dos, tenant la bride de son cheval, et faisant conversation avec un homme et une femme qui sont assis près d'une chaumiere qui se voit sur la gauche ; le fond offre une pleine campagne. La touche de ce tableau en est très fine et spirituelle ; il est peint sur B. 13 pouc. sur 11 de haut."	Peinture	"Vendu, 1401 livres"
F-A2006	"VERNET, CLAUDE JOSEPH (French)"	"Deux Dessin, dont un sur papier blanc á l'encre de la Chine, & l'autre sur papier bleu au crayon noir & blanc, représentant des Vues d'Italie & d'Avignon. (Sous ce no : Un dessin á l'encre de la Chine)"	Dessin	Inconnue
F-A2006	"VERNET, CLAUDE JOSEPH (French)"	Sept Études de Paysages.	Dessin	Inconnue
F-A2006	"VERNET, CLAUDE JOSEPH (French)"	Nombre de Dessins qui seront détaillés.	Dessin	Inconnue
F-A2006	"VERNET, CLAUDE JOSEPH (French)"	Vingt-deux Études de bâtimens maritimes.	Dessin	Inconnue
F-A2006	"VERNET, CLAUDE JOSEPH (French)"	"Une Étude, d'aprés nature, pour les Ports de France."	Dessin	Inconnue
F-A2006	"VERNET, CLAUDE JOSEPH (French)"	Dix-neuf idem [Études de Paysages].	Dessin	Inconnue
F-A2006	"PANINI, GIOVANNI PAOLO (Italian)"	Autre Tableau représentant des ruines d'Architecture avec figures	Peinture	Inconnue
F-A2006	"VERNET, CLAUDE JOSEPH (French)"	"33 Tableaux & Études, peints d'aprés nature, tant á Rome qu'á Naples, de différentes grandeur sur toile sans cadre, qui seront détaillés."	Peinture	Inconnue
F-A2007	BIBIENA (Italian)	Un sujet d'architecture d'un gran effet et de la plus exacte vérité dans les proportions.	Peinture	"Vendu, 48 livres"
F-A2007	"BREENBERGH, BARTHOLOMEUS (Dutch)"	"Un autre tableau trés-fin, représentant un paysage avec fabriques et un pont."	Peinture	"Vendu, 122 livres"
F-A2007	"BROUWER, ADRIAEN (Flemish)"	"Un petit tableau, paysage dont le milieu est traversé d'une riviere; on y compte dix figures, parmi lesquelles on distingue, sur le premier plan, trois pêcheurs occupés á se partager des poissons. Ce joli morceau, transparent de couleur et trés-fin de touche, est peut-être le seul que l'on connoisse  de Brauwer en ce genre."	Peinture	Retiré
F-A2007	"BRUEGHEL, JAN THE ELDER (Flemish)"	Un autre paysage avec figures de Van Balen.	Peinture	"Vendu, 18.1 livres"
F-A2007	"CUYP, JACOB GERRITSZ. (Dutch)"	"L'adoration des bergers, peint en grisaille."	Peinture	"Inconnue, 14 livres"
F-A2007	"DIETRICH, CHRISTIAN WILHELM ERNST (German)"	"Une Tête d'étude postiche, á l'imitation de Rembrandt. (copie par Chr. Dietrich d'aprés Rembrandt)"	Peinture	Inconnue
F-A2007	"DUJARDIN, KAREL (Dutch)"	"Le sujet de l'annonce aux bergers. Ce morceau rare dans son genre, est de la plus grande perfection dans tous ses détails, il est aussi de la plus parfaite conservation."	Peinture	"Vendu, 1001 livres"
F-A2007	"EECKHOUT, GERBRAND VAN DEN (Dutch)"	"Un vieillard vénérable, vu á mi-corps, caractérisant Saint-Paul, tenant une épée dans sa main gauche."	Peinture	"Inconnue, 150 livres"
F-A2007	"EVERDINGEN, ALLART VAN (Dutch)"	"Une composition de vingt-quatre figures, sujet de la femme adultere. Ce maître peu connu en France, et dont les principales études ont été faites en Italie, nous paroît mériter quelques attentions, haut. 21 po. larg. 18; il ne faut pas confondre ce peintre avec le paysagiste."	Peinture	Inconnue
F-A2007	"FLORIS, FRANS I (Netherlandish)"	"Un Buste de femme, coiffée en cheveux; cette étude d'un bon empâtement de couleur, est digne du pinceau du Parmezan."	Peinture	"Vendu, 20 livres"
F-A2007	"LA HYRE, LAURENT DE (French)"	"Un beau tableau, sujet allégorique a la peinture et aux arts."	Peinture	"Vendu, 130 livres"
F-A2007	"LANTARA, SIMON MATHURIN (French)"	"Un paysage d'une harmonie de couleur admirable, et d'un ton de couleur chaud et vigoureux. Il a fait ce tableau en ayant un trés-beau sous les yeux, par C. le Lorrain."	Peinture	"Vendu, 181 livres"
F-A2007	"LE BRUN, CHARLES (French)"	"Hercule délivrant promethée. Ce tableau peint dans la belle maniere du Guide, au retour de cet artiste en Italie, est rendu avec tout le caractere et l'expression convenable au sujet."	Peinture	"Vendu, 73 livres"
F-A2007	"LINGELBACH, JOHANNES (Dutch)"	"Une composition semblable á celle de N. Berghem, gravé par M. Aliamel sous le titre du port de Gênes."	Peinture	"Vendu, 800 livres"
F-A2007	"MAES, NICOLAES (Dutch)"	"La vue d'un monastere de beguines, dont plusieurs sont au dehors, et parlent á un moine."	Peinture	Inconnue
F-A2007	"MOLENAER, KLAES (Dutch)"	"Un autre tableau du même Artiste [Molnaert], représentant une fête de paysans, á la porte d'un cabaret, qui occupe la partie droite; du côté opposé est un grand canal chargé de barques et d'une gondole."	Peinture	"Inconnue, 60 livres"
F-A2007	"NATOIRE, CHARLES JOSEPH (French)"	"Léda, caressée par Jupiter, qui se présente á cette Nymphe sous la métamorphose  d'un cygne."	Peinture	"Vendu, 81 livres"
